customer_id,Recency,Frequency,Monetary,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer_segment
C223732,282,2,2700.74,90.78,44.44,78.82,3.55,Medium Value Customer
C223739,388,2,286.72,69.04,44.44,24.33,1.83,Low Value Customers
C223742,712,2,921.16,21.48,44.44,42.51,1.99,Low Value Customers
C223744,346,4,1827.9,78.74,86.98,67.22,3.72,Medium Value Customer
C223745,376,2,81.52,71.68,44.44,12.9,1.53,Lost Customers
C223748,548,2,1963.15,40.27,44.44,69.03,2.89,Low Value Customers
C223754,429,3,1751.28,60.44,70.4,64.75,3.28,Medium Value Customer
C223758,369,1,600.16,73.22,14.65,32.63,1.68,Low Value Customers
C223767,364,4,1037.57,74.43,86.98,44.86,3.05,Medium Value Customer
C223778,395,3,107.47,67.53,70.4,13.93,1.89,Low Value Customers
C223779,677,3,3422.91,24.85,70.4,86.64,3.64,Medium Value Customer
C223788,757,2,905.47,17.44,44.44,41.92,1.95,Low Value Customers
C223803,319,5,3056.3,83.2,95.22,82.94,4.32,High value Customer
C223809,849,2,6150.24,10.89,44.44,97.35,3.48,Medium Value Customer
C223820,978,1,300.08,3.71,14.65,25.49,0.96,Lost Customers
C223823,371,2,1226.49,72.73,44.44,51.57,2.64,Low Value Customers
C223848,798,2,5400.32,14.33,44.44,95.58,3.45,Medium Value Customer
C223850,311,2,137.67,85.24,44.44,16.45,1.73,Low Value Customers
C223852,419,4,2428.06,62.47,86.98,75.92,3.85,Medium Value Customer
C223866,924,3,4212.88,6.48,70.4,91.08,3.63,Medium Value Customer
C223870,305,2,1979.71,86.83,44.44,69.19,3.25,Medium Value Customer
C223871,1015,1,600.17,2.07,14.65,33.99,1.19,Lost Customers
C223888,315,5,4433.08,84.27,95.22,92.21,4.59,Top Customers
C223902,360,2,958.89,75.45,44.44,43.61,2.43,Low Value Customers
C223923,398,2,921.16,66.89,44.44,42.51,2.34,Low Value Customers
C223931,492,1,179.2,48.99,14.65,19.82,1.14,Lost Customers
C223932,318,2,310.54,83.47,44.44,26.86,2.01,Low Value Customers
C223946,624,1,15.15,30.37,14.65,2.25,0.5,Lost Customers
C223947,397,3,755.25,67.09,70.4,38.06,2.57,Low Value Customers
C223948,462,2,722.14,54.27,44.44,37.6,2.1,Low Value Customers
C223962,154,3,3092.29,96.19,70.4,83.33,4.08,High value Customer
C223968,318,3,2112.29,83.47,70.4,71.28,3.64,Medium Value Customer
C223976,519,1,600.16,44.72,14.65,32.63,1.47,Lost Customers
C223982,543,1,81.32,41.09,14.65,12.44,0.87,Lost Customers
C223983,539,1,20.92,41.68,14.65,3.72,0.62,Lost Customers
C223988,403,2,722.14,65.92,44.44,37.6,2.19,Low Value Customers
C223999,359,2,1403.64,75.69,44.44,55.79,2.78,Low Value Customers
C224005,918,2,407.6,6.8,44.44,29.77,1.52,Lost Customers
C224012,842,1,300.08,11.32,14.65,25.49,1.02,Lost Customers
C224020,1022,1,3000.85,1.77,14.65,81.7,2.55,Low Value Customers
C224029,781,1,600.16,15.49,14.65,32.63,1.25,Lost Customers
C224033,460,3,2441.3,54.64,70.4,76.18,3.57,Medium Value Customer
C224041,1038,1,1500.4,1.1,14.65,57.94,1.86,Low Value Customers
C224042,892,1,600.17,8.3,14.65,33.99,1.24,Lost Customers
C224046,554,2,208.09,39.38,44.44,22.11,1.55,Lost Customers
C224048,807,1,300.08,13.72,14.65,25.49,1.03,Lost Customers
C224051,337,2,326.23,80.92,44.44,27.75,2.02,Low Value Customers
C224053,548,1,75.75,40.27,14.65,11.58,0.84,Lost Customers
C224067,768,1,20.92,16.52,14.65,3.72,0.44,Lost Customers
C224073,432,4,7501.49,59.86,86.98,99.0,4.49,High value Customer
C224080,153,2,3011.31,96.51,44.44,82.15,3.69,Medium Value Customer
C224091,597,1,162.64,33.7,14.65,18.45,0.98,Lost Customers
C224097,610,5,3365.59,32.15,95.22,86.32,4.03,High value Customer
C224101,366,3,3600.4,73.93,70.4,87.26,4.03,High value Customer
C224106,799,1,26.15,14.26,14.65,4.94,0.45,Lost Customers
C224113,762,2,1516.09,17.03,44.44,59.99,2.46,Low Value Customers
C224120,739,3,1359.39,18.93,70.4,54.84,2.69,Low Value Customers
C224146,558,2,1505.63,38.86,44.44,59.44,2.61,Low Value Customers
C224169,482,3,346.66,50.66,70.4,28.43,2.18,Low Value Customers
C224186,672,1,3150.0,25.38,14.65,83.87,2.79,Low Value Customers
C224197,525,3,981.57,43.77,70.4,44.17,2.57,Low Value Customers
C224207,380,3,640.58,70.81,70.4,35.81,2.54,Low Value Customers
C224212,691,1,15.15,23.41,14.65,2.25,0.44,Lost Customers
C224224,484,5,2595.97,50.3,95.22,77.76,3.93,Medium Value Customer
C224226,694,1,121.98,23.12,14.65,15.47,0.82,Lost Customers
C224227,859,1,1200.32,10.32,14.65,48.18,1.66,Low Value Customers
C224235,581,5,1708.93,35.77,95.22,64.41,3.44,Medium Value Customer
C224236,782,2,1079.44,15.42,44.44,45.88,2.05,Low Value Customers
C224238,735,1,600.17,19.32,14.65,33.99,1.32,Lost Customers
C224245,529,3,1541.06,43.13,70.4,61.02,3.05,Medium Value Customer
C224252,443,3,762.8,57.78,70.4,38.18,2.51,Low Value Customers
C224260,466,1,5.23,53.54,14.65,0.45,0.62,Lost Customers
C224282,563,1,30.3,38.15,14.65,5.64,0.65,Lost Customers
C224285,399,2,184.43,66.71,44.44,20.33,1.7,Low Value Customers
C224312,670,1,1050.0,25.55,14.65,45.23,1.69,Low Value Customers
C224313,688,6,5516.15,23.74,98.47,96.12,4.3,High value Customer
C224314,413,3,4801.33,63.84,70.4,93.59,4.13,High value Customer
C224323,875,3,1535.59,9.29,70.4,60.75,2.79,Low Value Customers
C224335,587,4,6856.92,34.99,86.98,98.43,4.29,High value Customer
C224338,652,1,45.45,27.4,14.65,8.37,0.65,Lost Customers
C224344,499,4,1256.67,47.82,86.98,52.7,3.08,Medium Value Customer
C224350,611,2,218.99,32.01,44.44,22.56,1.51,Lost Customers
C224351,965,1,900.24,4.39,14.65,40.55,1.39,Lost Customers
C224363,1016,1,162.64,2.03,14.65,18.45,0.75,Lost Customers
C224370,339,2,86.11,80.42,44.44,13.0,1.6,Lost Customers
C224373,892,2,229.5,8.3,44.44,22.99,1.34,Lost Customers
C224377,315,5,4241.33,84.27,95.22,91.34,4.57,Top Customers
C224393,776,2,5400.32,15.89,44.44,95.58,3.47,Medium Value Customer
C224400,61,2,422.06,98.85,44.44,29.97,2.22,Low Value Customers
C224412,339,2,1800.48,80.42,44.44,65.35,3.09,Medium Value Customer
C224419,576,4,1017.41,36.42,86.98,44.56,2.76,Low Value Customers
C224420,468,3,1510.86,53.18,70.4,59.65,3.08,Medium Value Customer
C224421,184,5,1196.77,95.26,95.22,46.92,3.38,Medium Value Customer
C224424,428,4,4087.46,60.6,86.98,90.03,4.24,High value Customer
C224446,931,1,15.69,6.15,14.65,2.79,0.33,Lost Customers
C224448,645,1,20.92,28.18,14.65,3.72,0.52,Lost Customers
C224452,696,3,1332.76,22.9,70.4,54.41,2.71,Low Value Customers
C224453,284,4,1124.46,90.19,86.98,46.49,3.22,Medium Value Customer
C224455,957,1,20.92,4.77,14.65,3.72,0.35,Lost Customers
C224463,538,3,524.3,41.81,70.4,31.22,2.19,Low Value Customers
C224471,478,1,1500.4,51.37,14.65,57.94,2.24,Low Value Customers
C224474,419,2,762.8,62.47,44.44,38.18,2.18,Low Value Customers
C224480,245,6,2537.62,93.39,98.47,77.22,4.28,High value Customer
C224497,288,3,2411.1,89.05,70.4,75.37,3.8,Medium Value Customer
C224507,753,1,15.69,17.76,14.65,2.79,0.42,Lost Customers
C224515,695,2,5308.65,23.0,44.44,95.32,3.51,Medium Value Customer
C224519,413,2,57.38,63.84,44.44,9.53,1.37,Lost Customers
C224521,280,2,224.22,91.36,44.44,22.74,1.96,Low Value Customers
C224537,283,6,4494.79,90.49,98.47,92.3,4.69,Top Customers
C224544,311,3,1312.66,85.24,70.4,54.0,3.16,Medium Value Customer
C224555,790,2,346.66,14.84,44.44,28.46,1.54,Lost Customers
C224557,419,2,310.54,62.47,44.44,26.86,1.86,Low Value Customers
C224560,997,1,600.17,2.84,14.65,33.99,1.19,Lost Customers
C224562,1026,1,5.23,1.62,14.65,0.45,0.23,Lost Customers
C224563,580,1,10.46,35.91,14.65,1.35,0.51,Lost Customers
C224564,280,3,4201.15,91.36,70.4,90.71,4.26,High value Customer
C224570,450,2,1205.55,56.4,44.44,50.25,2.48,Low Value Customers
C224573,385,3,1043.61,69.71,70.4,45.01,2.79,Low Value Customers
C224574,498,1,107.52,47.97,14.65,14.26,0.97,Lost Customers
C224592,307,4,1345.61,86.3,86.98,54.65,3.42,Medium Value Customer
C224593,279,3,1876.23,91.67,70.4,68.01,3.61,Medium Value Customer
C224601,566,1,121.98,37.71,14.65,15.47,0.93,Lost Customers
C224622,323,2,2700.72,82.2,44.44,78.54,3.48,Medium Value Customer
C224625,637,1,600.16,28.92,14.65,32.63,1.35,Lost Customers
C224631,886,1,900.24,8.65,14.65,40.55,1.43,Lost Customers
C224636,494,3,2467.49,48.66,70.4,76.55,3.53,Medium Value Customer
C224640,416,3,162.64,63.13,70.4,18.45,1.98,Low Value Customers
C224641,292,3,2400.64,87.91,70.4,74.26,3.76,Medium Value Customer
C224648,632,2,1663.04,29.46,44.44,63.6,2.66,Low Value Customers
C224650,153,4,2131.94,96.51,86.98,71.71,3.99,Medium Value Customer
C224656,333,1,162.64,81.96,14.65,18.45,1.35,Lost Customers
C224660,531,3,820.02,42.83,70.4,38.95,2.42,Low Value Customers
C224673,707,1,600.16,21.93,14.65,32.63,1.3,Lost Customers
C224676,437,2,1022.22,58.9,44.44,44.67,2.34,Low Value Customers
C224680,408,2,645.61,64.82,44.44,36.08,2.14,Low Value Customers
C224682,529,3,1236.93,43.13,70.4,52.02,2.79,Low Value Customers
C224688,887,2,1576.15,8.6,44.44,62.0,2.45,Low Value Customers
C224694,476,1,900.24,51.71,14.65,40.55,1.75,Low Value Customers
C224699,390,2,321.0,68.61,44.44,27.38,1.92,Low Value Customers
C224719,749,2,1526.55,18.14,44.44,60.53,2.48,Low Value Customers
C224727,765,2,5100.85,16.76,44.44,94.33,3.44,Medium Value Customer
C224728,305,3,1395.21,86.83,70.4,55.53,3.22,Medium Value Customer
C224729,214,3,1703.7,94.65,70.4,64.29,3.53,Medium Value Customer
C224740,619,1,40.66,30.96,14.65,7.57,0.65,Lost Customers
C224743,411,3,2100.56,64.26,70.4,70.42,3.47,Medium Value Customer
C224744,372,2,371.76,72.54,44.44,28.97,1.99,Low Value Customers
C224746,850,1,1500.4,10.82,14.65,57.94,1.94,Low Value Customers
C224747,626,1,121.98,30.15,14.65,15.47,0.87,Lost Customers
C224753,243,1,300.08,94.0,14.65,25.49,1.64,Low Value Customers
C224774,650,2,1950.24,27.63,44.44,68.85,2.79,Low Value Customers
C224781,658,4,3834.61,26.74,86.98,88.84,3.95,Medium Value Customer
C224791,289,2,3021.77,88.77,44.44,82.41,3.64,Medium Value Customer
C224796,659,1,203.3,26.65,14.65,21.5,1.02,Lost Customers
C224797,748,4,3927.19,18.23,86.98,89.46,3.9,Medium Value Customer
C224801,825,1,5.23,12.46,14.65,0.45,0.31,Lost Customers
C224805,613,1,81.32,31.75,14.65,12.44,0.8,Lost Customers
C224817,403,2,2700.74,65.92,44.44,78.82,3.36,Medium Value Customer
C224819,413,4,2476.42,63.84,86.98,76.67,3.88,Medium Value Customer
C224824,900,1,600.16,7.81,14.65,32.63,1.19,Lost Customers
C224857,798,3,2421.0,14.33,70.4,75.6,3.25,Medium Value Customer
C224859,122,3,1405.67,97.34,70.4,55.83,3.31,Medium Value Customer
C224870,1039,1,20.92,1.05,14.65,3.72,0.32,Lost Customers
C224875,481,4,3012.56,50.85,86.98,82.19,3.94,Medium Value Customer
C224878,647,1,900.24,27.95,14.65,40.55,1.57,Lost Customers
C224881,377,4,6928.95,71.44,86.98,98.52,4.56,Top Customers
C224882,396,1,35.84,67.32,14.65,6.63,0.9,Lost Customers
C224889,280,2,1062.88,91.36,44.44,45.59,2.61,Low Value Customers
C224892,365,4,1751.28,74.18,86.98,64.75,3.62,Medium Value Customer
C224896,559,4,236.73,38.73,86.98,23.16,2.17,Low Value Customers
C224897,280,3,1642.32,91.36,70.4,63.14,3.47,Medium Value Customer
C224921,751,2,1500.4,17.95,44.44,56.6,2.37,Low Value Customers
C224926,340,1,162.64,80.21,14.65,18.45,1.33,Lost Customers
C224934,557,4,3480.11,39.0,86.98,86.94,3.99,Medium Value Customer
C224935,450,3,1708.93,56.4,70.4,64.42,3.24,Medium Value Customer
C224939,657,1,1500.4,26.84,14.65,57.94,2.06,Low Value Customers
C224946,375,5,8022.4,71.91,95.22,99.27,4.7,Top Customers
C224949,214,3,1566.28,94.65,70.4,61.77,3.46,Medium Value Customer
C224963,385,4,5384.86,69.71,86.98,95.51,4.46,High value Customer
C224985,727,1,300.08,20.11,14.65,25.49,1.08,Lost Customers
C224986,337,2,64.12,80.92,44.44,10.35,1.52,Lost Customers
C224990,835,3,2421.0,11.78,70.4,75.6,3.23,Medium Value Customer
C224991,408,2,5321.68,64.82,44.44,95.36,3.83,Medium Value Customer
C225019,418,1,300.08,62.67,14.65,25.49,1.4,Lost Customers
C225031,351,3,2700.72,77.52,70.4,78.32,3.8,Medium Value Customer
C225036,360,3,1271.94,75.45,70.4,53.01,3.06,Medium Value Customer
C225046,599,1,1200.32,33.45,14.65,48.18,1.83,Low Value Customers
C225051,1027,1,81.32,1.57,14.65,12.44,0.57,Lost Customers
C225054,31,1,203.3,99.13,14.65,21.5,1.56,Lost Customers
C225057,563,1,4200.0,38.15,14.65,90.42,3.07,Medium Value Customer
C225069,428,2,1276.07,60.6,44.44,53.18,2.59,Low Value Customers
C225074,574,1,46.92,36.66,14.65,8.8,0.73,Lost Customers
C225076,382,1,3150.0,70.39,14.65,83.87,3.12,Medium Value Customer
C225078,274,3,808.69,93.1,70.4,38.86,2.79,Low Value Customers
C225085,585,5,1388.58,35.28,95.22,55.45,3.18,Medium Value Customer
C225089,473,2,915.93,52.28,44.44,42.35,2.22,Low Value Customers
C225095,525,5,3647.88,43.77,95.22,88.08,4.17,High value Customer
C225103,565,1,10.46,37.85,14.65,1.35,0.53,Lost Customers
C225105,516,2,340.74,45.19,44.44,28.22,1.77,Low Value Customers
C225108,290,6,1363.75,88.5,98.47,55.06,3.61,Medium Value Customer
C225135,30,3,778.49,99.41,70.4,38.38,2.82,Low Value Customers
C225140,438,2,936.08,58.71,44.44,43.06,2.29,Low Value Customers
C225144,631,2,900.24,29.58,44.44,40.55,2.0,Low Value Customers
C225150,840,1,900.24,11.43,14.65,40.55,1.45,Lost Customers
C225154,885,2,5700.4,8.71,44.44,96.48,3.44,Medium Value Customer
C225158,376,4,2914.52,71.68,86.98,80.63,4.05,High value Customer
C225174,400,3,2472.32,66.53,70.4,76.6,3.67,Medium Value Customer
C225175,1038,1,162.64,1.1,14.65,18.45,0.74,Lost Customers
C225189,304,1,15.69,87.08,14.65,2.79,0.94,Lost Customers
C225194,346,2,1322.3,78.74,44.44,54.19,2.76,Low Value Customers
C225198,318,1,121.98,83.47,14.65,15.47,1.27,Lost Customers
C225200,31,7,1692.18,99.13,99.53,64.1,3.96,Medium Value Customer
C225202,644,3,1623.61,28.28,70.4,63.01,2.99,Low Value Customers
C225206,457,2,2100.56,55.16,44.44,70.42,3.04,Medium Value Customer
C225216,377,2,6450.32,71.44,44.44,97.82,3.95,Medium Value Customer
C225217,289,1,300.08,88.77,14.65,25.49,1.6,Lost Customers
C225218,841,3,1836.32,11.37,70.4,67.34,2.99,Low Value Customers
C225219,412,2,2700.72,64.06,44.44,78.54,3.34,Medium Value Customer
C225222,557,2,202.01,39.0,44.44,20.92,1.51,Lost Customers
C225223,479,2,5550.08,51.2,44.44,96.17,3.75,Medium Value Customer
C225227,962,1,600.16,4.53,14.65,32.63,1.17,Lost Customers
C225234,30,2,2400.66,99.41,44.44,74.5,3.49,Medium Value Customer
C225238,402,3,5850.72,66.13,70.4,96.88,4.24,High value Customer
C225239,405,1,20.92,65.48,14.65,3.72,0.8,Lost Customers
C225250,622,1,162.64,30.57,14.65,18.45,0.96,Lost Customers
C225301,500,4,3641.62,47.68,86.98,88.01,4.08,High value Customer
C225306,338,1,3000.85,80.66,14.65,81.7,3.14,Medium Value Customer
C225307,905,1,1800.51,7.53,14.65,66.2,2.15,Low Value Customers
C225310,348,2,117.13,78.25,44.44,14.82,1.63,Low Value Customers
C225326,436,2,3185.19,59.09,44.44,84.47,3.47,Medium Value Customer
C225328,829,2,4350.34,12.19,44.44,91.87,3.33,Medium Value Customer
C225330,1039,1,1200.34,1.05,14.65,49.84,1.63,Low Value Customers
C225331,182,3,2447.0,95.86,70.4,76.32,3.88,Medium Value Customer
C225332,431,1,45.45,60.06,14.65,8.37,0.89,Lost Customers
C225341,321,3,1561.0,82.68,70.4,61.68,3.36,Medium Value Customer
C225343,402,3,3076.59,66.13,70.4,83.16,3.85,Medium Value Customer
C225369,335,2,315.77,81.44,44.44,27.2,2.01,Low Value Customers
C225381,183,1,40.66,95.56,14.65,7.57,1.14,Lost Customers
C225400,496,2,158.51,48.27,44.44,17.87,1.49,Lost Customers
C225404,978,2,1200.32,3.71,44.44,48.18,2.02,Low Value Customers
C225417,659,2,2100.56,26.65,44.44,70.42,2.83,Low Value Customers
C225425,342,1,30.3,79.75,14.65,5.64,0.96,Lost Customers
C225429,344,2,3750.17,79.25,44.44,88.5,3.74,Medium Value Customer
C225434,771,1,900.24,16.27,14.65,40.55,1.48,Lost Customers
C225435,336,2,40.42,81.17,44.44,7.11,1.43,Lost Customers
C225439,783,4,4801.28,15.36,86.98,93.52,4.0,Medium Value Customer
C225444,650,1,1200.32,27.63,14.65,48.18,1.79,Low Value Customers
C225449,788,2,99.31,14.99,44.44,13.67,1.12,Lost Customers
C225451,357,3,454.18,76.17,70.4,30.4,2.42,Low Value Customers
C225462,725,2,1526.55,20.27,44.44,60.53,2.5,Low Value Customers
C225463,1039,1,300.08,1.05,14.65,25.49,0.94,Lost Customers
C225469,869,1,75.75,9.64,14.65,11.58,0.61,Lost Customers
C225472,520,1,5250.0,44.53,14.65,94.79,3.24,Medium Value Customer
C225493,440,4,3708.48,58.32,86.98,88.32,4.17,High value Customer
C225509,701,2,3000.83,22.47,44.44,81.25,3.11,Medium Value Customer
C225513,409,2,1062.88,64.63,44.44,45.59,2.41,Low Value Customers
C225533,1051,1,81.32,0.54,14.65,12.44,0.56,Lost Customers
C225534,213,2,330.38,94.95,44.44,27.89,2.13,Low Value Customers
C225545,347,4,2181.88,78.5,86.98,72.39,3.87,Medium Value Customer
C225547,755,1,10.46,17.59,14.65,1.35,0.38,Lost Customers
C225557,697,2,3000.83,22.81,44.44,81.25,3.11,Medium Value Customer
C225566,477,2,310.82,51.55,44.44,26.97,1.78,Low Value Customers
C225576,384,5,2474.47,69.95,95.22,76.65,4.04,High value Customer
C225592,1,1,5.23,99.7,14.65,0.45,0.97,Lost Customers
C225610,920,1,600.16,6.7,14.65,32.63,1.19,Lost Customers
C225626,966,1,600.16,4.32,14.65,32.63,1.17,Lost Customers
C225630,899,1,10.46,7.88,14.65,1.35,0.3,Lost Customers
C225648,604,1,600.16,32.87,14.65,32.63,1.38,Lost Customers
C225655,366,3,1826.65,73.93,70.4,67.17,3.45,Medium Value Customer
C225658,607,1,900.24,32.51,14.65,40.55,1.6,Lost Customers
C225661,245,5,7680.08,93.39,95.22,99.1,4.86,Top Customers
C225686,427,5,1838.36,60.81,95.22,67.42,3.71,Medium Value Customer
C225698,460,7,8258.11,54.64,99.53,99.37,4.64,Top Customers
C225702,363,2,1861.11,74.68,44.44,67.84,3.12,Medium Value Customer
C225704,557,2,1523.86,39.0,44.44,60.33,2.63,Low Value Customers
C225713,337,9,6126.38,80.92,99.97,97.32,4.78,Top Customers
C225715,749,2,1572.08,18.14,44.44,61.91,2.52,Low Value Customers
C225721,315,1,1200.34,84.27,14.65,49.84,2.26,Low Value Customers
C225728,288,2,347.0,89.05,44.44,28.5,2.1,Low Value Customers
C225733,465,2,33.92,53.73,44.44,5.99,1.2,Lost Customers
C225736,275,3,1210.78,92.83,70.4,50.45,3.12,Medium Value Customer
C225748,428,4,4501.22,60.6,86.98,92.41,4.31,High value Customer
C225758,368,3,1109.8,73.47,70.4,46.37,2.86,Low Value Customers
C225769,281,4,3026.02,91.08,86.98,82.46,4.25,High value Customer
C225774,121,3,3366.79,97.64,70.4,86.33,4.18,High value Customer
C225787,952,1,23.46,5.06,14.65,4.33,0.37,Lost Customers
C225793,547,2,605.39,40.43,44.44,34.34,1.9,Low Value Customers
C225794,450,2,900.24,56.4,44.44,40.55,2.2,Low Value Customers
C225821,947,1,1200.34,5.29,14.65,49.84,1.67,Low Value Customers
C225836,740,1,26.15,18.85,14.65,4.94,0.49,Lost Customers
C225839,291,3,312.87,88.21,70.4,27.06,2.42,Low Value Customers
C225844,426,7,6424.33,61.04,99.53,97.78,4.64,Top Customers
C225877,288,3,1272.0,89.05,70.4,53.06,3.17,Medium Value Customer
C225900,445,4,2889.53,57.41,86.98,80.51,3.94,Medium Value Customer
C225907,422,5,5438.1,61.86,95.22,95.92,4.53,Top Customers
C225908,821,1,1500.4,12.73,14.65,57.94,1.95,Low Value Customers
C225911,309,3,8471.68,85.77,70.4,99.48,4.46,High value Customer
C225934,274,1,35.84,93.1,14.65,6.63,1.09,Lost Customers
C225935,460,1,1500.4,54.64,14.65,57.94,2.27,Low Value Customers
C225939,543,2,1221.24,41.09,44.44,51.11,2.39,Low Value Customers
C225940,857,1,26.15,10.43,14.65,4.94,0.42,Lost Customers
C225963,348,3,419.33,78.25,70.4,29.88,2.42,Low Value Customers
C225979,276,3,1561.0,92.56,70.4,61.65,3.44,Medium Value Customer
C225999,785,1,20.92,15.21,14.65,3.72,0.43,Lost Customers
C226002,622,3,3300.88,30.57,70.4,85.31,3.65,Medium Value Customer
C226015,808,2,322.56,13.65,44.44,27.5,1.51,Lost Customers
C226020,445,2,260.52,57.41,44.44,23.74,1.73,Low Value Customers
C226028,706,3,2452.21,22.02,70.4,76.39,3.33,Medium Value Customer
C226046,829,1,600.17,12.19,14.65,33.99,1.27,Lost Customers
C226067,534,2,137.67,42.4,44.44,16.45,1.41,Lost Customers
C226076,1043,1,1200.32,0.88,14.65,48.18,1.58,Lost Customers
C226077,757,3,1581.72,17.44,70.4,62.09,2.89,Low Value Customers
C226085,457,1,1050.0,55.16,14.65,45.23,1.91,Low Value Customers
C226089,533,1,600.16,42.54,14.65,32.63,1.45,Lost Customers
C226101,591,1,46.92,34.45,14.65,8.8,0.71,Lost Customers
C226107,214,4,330.89,94.65,86.98,27.92,2.72,Low Value Customers
C226114,523,3,3027.0,44.05,70.4,82.53,3.67,Medium Value Customer
C226118,682,2,81.32,24.34,44.44,12.44,1.16,Lost Customers
C226120,31,4,5713.89,99.13,86.98,96.63,4.72,Top Customers
C226136,441,4,1673.41,58.14,86.98,63.78,3.47,Medium Value Customer
C226142,214,3,1043.6,94.65,70.4,44.96,2.98,Low Value Customers
C226143,735,3,2726.31,19.32,70.4,79.37,3.39,Medium Value Customer
C226146,319,3,132.2,83.2,70.4,16.22,2.07,Low Value Customers
C226151,835,1,162.64,11.78,14.65,18.45,0.82,Lost Customers
C226154,732,4,992.02,19.6,86.98,44.27,2.63,Low Value Customers
C226165,373,1,179.2,72.33,14.65,19.82,1.31,Lost Customers
C226166,386,2,1379.52,69.48,44.44,55.27,2.72,Low Value Customers
C226167,677,1,1200.32,24.85,14.65,48.18,1.76,Low Value Customers
